,ID_MN_RESI,NU_IDADE_N,p
830,410690.0,24.377307692307692,0.7655899582344416
831,410765.0,24.852564102564102,0.7700725892626847
832,410832.0,18.0,0.6825396825396826
833,410840.0,14.0,0.5918367346938777
834,410850.0,19.0,0.6992481203007519
836,410940.0,35.333333333333336,0.8382749326145553
837,410960.0,27.666666666666668,0.7934595524956971
839,411020.0,22.0,0.7402597402597403
840,411070.0,19.989583333333332,0.7141368272165562
841,411125.0,19.0,0.6992481203007519
842,411180.0,17.875,0.6803196803196804
843,411210.0,25.0,0.7714285714285715
844,411320.0,25.5,0.7759103641456583
845,411370.0,22.25,0.7431781701444623
846,411390.0,12.666666666666666,0.5488721804511278
847,411460.0,22.0,0.7402597402597403
849,411520.0,25.0,0.7714285714285715
850,411570.0,40.0,0.8571428571428572
853,411800.0,59.0,0.9031476997578692
854,411820.0,17.357142857142858,0.6707818930041153
855,411860.0,18.333333333333332,0.6883116883116883
856,411915.0,24.345,0.7652788780330371
857,411950.0,24.674242424242426,0.7684108952147024
858,411990.0,27.0,0.7883597883597884
859,411995.0,52.0,0.8901098901098901
860,412080.0,21.125,0.7295012679628065
862,412220.0,18.444444444444443,0.6901893287435457
863,412240.0,29.0,0.8029556650246306
864,412350.0,20.0,0.7142857142857143
865,412550.0,21.702156265854896,0.7366950249420012
866,412560.0,19.0,0.6992481203007519
867,412625.0,19.813698630136987,0.7115992414664982
868,412770.0,24.666666666666668,0.7683397683397684
870,412820.0,21.416666666666668,0.7331851028349083
871,420075.0,21.0,0.7278911564625851
872,420130.0,19.666666666666668,0.7094430992736078
873,420200.0,25.0,0.7714285714285715
875,420240.0,25.0,0.7714285714285715
876,420290.0,9.5,0.3984962406015039
877,420300.0,24.0,0.761904761904762
878,420380.0,17.383333333333333,0.6712779071360089
879,420420.0,22.0,0.7402597402597403
880,420430.0,20.529411764705884,0.7216537044617275
881,420540.0,23.30919003115265,0.7548483792594856
882,420590.0,26.0,0.7802197802197802
884,420630.0,24.0,0.761904761904762
885,420650.0,30.5,0.8126463700234192
886,420730.0,22.0,0.7402597402597403
887,420750.0,23.0,0.7515527950310559
888,420800.0,18.0,0.6825396825396826
889,420845.0,18.305555555555554,0.6878387166702796
890,420860.0,19.0,0.6992481203007519
891,420890.0,27.066666666666666,0.788881069669247
892,420910.0,22.165787134933037,0.742202445620347
893,421010.0,23.333333333333332,0.7551020408163266
894,421050.0,25.0,0.7714285714285715
895,421090.0,18.0,0.6825396825396826
896,421110.0,29.0,0.8029556650246306
